No.,Model,-LnL,df,AIC,AICc,BIC
48,mtREV+F+I+G4,11265.679,138,22807.357,22971.306,23348.535
49,rtREV,12024.038,117,24282.075,24390.358,24740.900
50,rtREV+I,11812.925,118,23861.849,23972.416,24324.596
51,rtREV+G4,11412.710,118,23061.421,23171.988,23524.167
52,rtREV+I+G4,11408.186,119,23054.372,23167.258,23521.040
53,rtREV+F,12010.817,136,24293.634,24451.533,24826.969
54,rtREV+F+I,11777.485,137,23828.970,23989.872,24366.226
55,rtREV+F+G4,11336.248,137,22946.497,23107.399,23483.753
56,rtREV+F+I+G4,11331.808,138,22939.616,23103.565,23480.794
57,mtART,13071.696,117,26377.393,26485.675,26836.217
58,mtART+I,12821.489,118,25878.978,25989.545,26341.724
59,mtART+G4,12000.587,118,24237.175,24347.741,24699.921
60,mtART+I+G4,12001.690,119,24241.380,24354.266,24708.048
61,mtART+F,12584.738,136,25441.476,25599.374,25974.811
62,mtART+F+I,12367.289,137,25008.578,25169.480,25545.835
63,mtART+F+G4,11642.918,137,23559.837,23720.739,24097.093
64,mtART+F+I+G4,11640.656,138,23557.312,23721.260,24098.490
65,mtZOA,12471.117,117,25176.233,25284.515,25635.058
66,mtZOA+I,12267.712,118,24771.424,24881.991,25234.170
67,mtZOA+G4,11596.972,118,23429.945,23540.512,23892.691
68,mtZOA+I+G4,11595.868,119,23429.735,23542.621,23896.403
69,mtZOA+F,12152.119,136,24576.238,24734.136,25109.573
70,mtZOA+F+I,11966.922,137,24207.845,24368.747,24745.101
71,mtZOA+F+G4,11377.242,137,23028.483,23189.385,23565.740
72,mtZOA+F+I+G4,11375.181,138,23026.363,23190.312,23567.541
73,VT,11830.499,117,23894.998,24003.281,24353.823
74,VT+I,11621.180,118,23478.359,23588.926,23941.105
75,VT+G4,11292.842,118,22821.684,22932.251,23284.430
76,VT+I+G4,11288.130,119,22814.261,22927.146,23280.929
77,VT+F,11840.303,136,23952.606,24110.504,24485.940
78,VT+F+I,11617.166,137,23508.333,23669.235,24045.589
79,VT+F+G4,11267.494,137,22808.988,22969.890,23346.244
80,VT+F+I+G4,11261.895,138,22799.791,22963.739,23340.968
81,LG,11916.109,117,24066.217,24174.500,24525.042
82,LG+I,11705.706,118,23647.412,23757.979,24110.159
83,LG+G4,11308.530,118,22853.060,22963.626,23315.806
84,LG+I+G4,11303.420,119,22844.841,22957.726,23311.509
85,LG+F,11914.689,136,24101.377,24259.275,24634.712
86,LG+F+I,11685.838,137,23645.676,23806.578,24182.932
87,LG+F+G4,11250.962,137,22775.924,22936.826,23313.180
88,LG+F+I+G4,11246.131,138,22768.261,22932.210,23309.439
89,DCMut,11848.532,117,23931.064,24039.346,24389.888
90,DCMut+I,11662.660,118,23561.319,23671.886,24024.065
91,DCMut+G4,11301.708,118,22839.417,22949.984,23302.163
92,DCMut+I+G4,11298.468,119,22834.936,22947.821,23301.604
93,DCMut+F,11816.918,136,23905.836,24063.734,24439.170
94,DCMut+F+I,11618.114,137,23510.228,23671.130,24047.484
95,DCMut+F+G4,11237.727,137,22749.454,22910.356,23286.711
96,DCMut+F+I+G4,11234.318,138,22744.636,22908.585,23285.814
97,PMB,12062.915,117,24359.829,24468.112,24818.654
98,PMB+I,11826.636,118,23889.273,23999.840,24352.019
99,PMB+G4,11472.967,118,23181.935,23292.502,23644.681
100,PMB+I+G4,11467.099,119,23172.199,23285.084,23638.866
101,PMB+F,12083.264,136,24438.528,24596.426,24971.862
102,PMB+F+I,11837.251,137,23948.502,24109.404,24485.758
103,PMB+F+G4,11463.082,137,23200.163,23361.065,23737.419
104,PMB+F+I+G4,11457.150,138,23190.300,23354.249,23731.478
105,HIVb,11914.738,117,24063.476,24171.759,24522.301
106,HIVb+I,11674.740,118,23585.480,23696.047,24048.227
107,HIVb+G4,11225.383,118,22686.765,22797.332,23149.511
108,HIVb+I+G4,11220.348,119,22678.696,22791.582,23145.364
109,HIVb+F,11890.220,136,24052.440,24210.338,24585.774
110,HIVb+F+I,11629.680,137,23533.360,23694.262,24070.616
111,HIVb+F+G4,11144.968,137,22563.935,22724.837,23101.192
112,HIVb+F+I+G4,11140.081,138,22556.163,22720.112,23097.341
113,HIVw,12190.026,117,24614.053,24722.335,25072.877
114,HIVw+I,11994.186,118,24224.372,24334.939,24687.119
115,HIVw+G4,11541.943,118,23319.886,23430.453,23782.632
116,HIVw+I+G4,11538.835,119,23315.670,23428.555,23782.337
117,HIVw+F,11997.026,136,24266.051,24423.950,24799.386
118,HIVw+F+I,11779.855,137,23833.710,23994.612,24370.966
119,HIVw+F+G4,11333.320,137,22940.639,23101.541,23477.896
120,HIVw+F+I+G4,11328.124,138,22932.247,23096.196,23473.425
121,JTTDCMut,11636.325,117,23506.651,23614.933,23965.475
122,JTTDCMut+I,11438.105,118,23112.210,23222.777,23574.956
123,JTTDCMut+G4,11087.797,118,22411.595,22522.162,22874.341
124,JTTDCMut+I+G4,11083.012,119,22404.025,22516.910,22870.693
125,JTTDCMut+F,11659.598,136,23591.195,23749.093,24124.530
126,JTTDCMut+F+I,11448.285,137,23170.570,23331.472,23707.826
127,JTTDCMut+F+G4,11075.957,137,22425.914,22586.816,22963.170
128,JTTDCMut+F+I+G4,11070.593,138,22417.185,22581.134,22958.363
129,FLU,11913.759,117,24061.518,24169.800,24520.343
130,FLU+I,11722.935,118,23681.870,23792.437,24144.616
131,FLU+G4,11251.491,118,22738.983,22849.550,23201.729
132,FLU+I+G4,11248.882,119,22735.765,22848.650,23202.433
133,FLU+F,11843.477,136,23958.954,24116.852,24492.289
134,FLU+F+I,11635.876,137,23545.753,23706.655,24083.009
135,FLU+F+G4,11133.201,137,22540.401,22701.304,23077.658
136,FLU+F+I+G4,11130.440,138,22536.880,22700.828,23078.058
137,Blosum62,12077.173,117,24388.345,24496.628,24847.170
138,Blosum62+I,11856.239,118,23948.479,24059.046,24411.225
139,Blosum62+G4,11503.112,118,23242.224,23352.791,23704.970
140,Blosum62+I+G4,11498.108,119,23234.216,23347.102,23700.884
141,Blosum62+F,12056.075,136,24384.149,24542.048,24917.484
142,Blosum62+F+I,11825.281,137,23924.563,24085.465,24461.819
143,Blosum62+F+G4,11453.262,137,23180.523,23341.425,23717.779
144,Blosum62+F+I+G4,11447.872,138,23171.744,23335.693,23712.922
145,mtMet,12334.587,117,24903.174,25011.456,25361.999
146,mtMet+I,12136.353,118,24508.706,24619.273,24971.452
147,mtMet+G4,11555.799,118,23347.597,23458.164,23810.344
148,mtMet+I+G4,11554.210,119,23346.419,23459.305,23813.087
149,mtMet+F,11874.586,136,24021.172,24179.071,24554.507
150,mtMet+F+I,11692.560,137,23659.120,23820.022,24196.376
151,mtMet+F+G4,11166.404,137,22606.808,22767.710,23144.064
152,mtMet+F+I+G4,11164.772,138,22605.544,22769.492,23146.721
153,mtVer,12337.857,117,24909.713,25017.996,25368.538
154,mtVer+I,12142.673,118,24521.347,24631.914,24984.093
155,mtVer+G4,11501.499,118,23238.998,23349.565,23701.745
156,mtVer+I+G4,11499.293,119,23236.586,23349.472,23703.254
157,mtVer+F,11959.723,136,24191.446,24349.344,24724.781
158,mtVer+F+I,11756.413,137,23786.827,23947.729,24324.083
159,mtVer+F+G4,11197.147,137,22668.293,22829.195,23205.549
160,mtVer+F+I+G4,11195.357,138,22666.713,22830.662,23207.891
161,mtInv,12492.304,117,25218.608,25326.890,25677.432
162,mtInv+I,12278.025,118,24792.051,24902.618,25254.797
163,mtInv+G4,11753.159,118,23742.318,23852.885,24205.065
164,mtInv+I+G4,11751.466,119,23740.933,23853.818,24207.601
165,mtInv+F,11864.193,136,24000.386,24158.284,24533.720
166,mtInv+F+I,11676.597,137,23627.195,23788.097,24164.451
167,mtInv+F+G4,11202.831,137,22679.662,22840.564,23216.919
168,mtInv+F+I+G4,11200.898,138,22677.796,22841.745,23218.974
