No.,Model,-LnL,df,AIC,AICc,BIC
53,rtREV+F,23663.124,134,47594.249,47624.884,48288.684
54,rtREV+F+I,23363.860,135,46997.720,47028.839,47697.338
55,rtREV+F+G4,22903.266,135,46076.532,46107.651,46776.150
56,rtREV+F+I+G4,22903.700,136,46079.400,46111.007,46784.200
57,mtART,24871.555,115,49973.110,49995.343,50569.080
58,mtART+I,24458.961,116,49149.922,49172.561,49751.075
59,mtART+G4,23766.735,116,47765.470,47788.109,48366.623
60,mtART+I+G4,23763.874,117,47761.748,47784.796,48368.083
61,mtART+F,23955.268,134,48178.536,48209.171,48872.972
62,mtART+F+I,23604.744,135,47479.488,47510.607,48179.105
63,mtART+F+G4,23019.489,135,46308.977,46340.096,47008.595
64,mtART+F+I+G4,23019.545,136,46311.090,46342.697,47015.890
65,mtZOA,24195.447,115,48620.894,48643.128,49216.865
66,mtZOA+I,23846.834,116,47925.668,47948.307,48526.821
67,mtZOA+G4,23285.805,116,46803.609,46826.248,47404.762
68,mtZOA+I+G4,23282.857,117,46799.715,46822.763,47406.050
69,mtZOA+F,23638.811,134,47545.622,47576.257,48240.057
70,mtZOA+F+I,23316.110,135,46902.220,46933.338,47601.837
71,mtZOA+F+G4,22801.859,135,45873.717,45904.836,46573.335
72,mtZOA+F+I+G4,22802.061,136,45876.121,45907.728,46580.921
73,VT,23390.647,115,47011.295,47033.528,47607.265
74,VT+I,23107.937,116,46447.873,46470.512,47049.026
75,VT+G4,22730.439,116,45692.878,45715.517,46294.031
76,VT+I+G4,22730.576,117,45695.152,45718.201,46301.488
77,VT+F,23460.046,134,47188.092,47218.727,47882.527
78,VT+F+I,23169.086,135,46608.172,46639.290,47307.789
79,VT+F+G4,22758.200,135,45786.400,45817.519,46486.018
80,VT+F+I+G4,22758.477,136,45788.954,45820.560,46493.754
81,LG,23638.860,115,47507.719,47529.952,48103.690
82,LG+I,23336.676,116,46905.353,46927.992,47506.506
83,LG+G4,22898.958,116,46029.916,46052.555,46631.069
84,LG+I+G4,22899.291,117,46032.582,46055.631,46638.917
85,LG+F,23580.739,134,47429.479,47460.114,48123.914
86,LG+F+I,23274.078,135,46818.156,46849.274,47517.773
87,LG+F+G4,22808.817,135,45887.634,45918.753,46587.252
88,LG+F+I+G4,22809.207,136,45890.413,45922.020,46595.213
89,DCMut,23471.581,115,47173.163,47195.396,47769.133
90,DCMut+I,23184.523,116,46601.046,46623.685,47202.199
91,DCMut+G4,22767.723,116,45767.445,45790.084,46368.598
92,DCMut+I+G4,22767.204,117,45768.409,45791.457,46374.744
93,DCMut+F,23501.149,134,47270.299,47300.934,47964.734
94,DCMut+F+I,23194.069,135,46658.138,46689.257,47357.756
95,DCMut+F+G4,22742.376,135,45754.752,45785.871,46454.369
96,DCMut+F+I+G4,22742.007,136,45756.014,45787.621,46460.814
97,PMB,23769.631,115,47769.261,47791.495,48365.232
98,PMB+I,23479.598,116,47191.195,47213.834,47792.348
99,PMB+G4,23101.258,116,46434.515,46457.154,47035.668
100,PMB+I+G4,23101.165,117,46436.329,46459.378,47042.664
101,PMB+F,23795.565,134,47859.129,47889.764,48553.564
102,PMB+F+I,23498.409,135,47266.818,47297.936,47966.435
103,PMB+F+G4,23076.669,135,46423.338,46454.456,47122.955
104,PMB+F+I+G4,23076.846,136,46425.691,46457.298,47130.491
105,HIVb,23871.048,115,47972.097,47994.330,48568.067
106,HIVb+I,23495.358,116,47222.716,47245.355,47823.869
107,HIVb+G4,22903.549,116,46039.098,46061.737,46640.251
108,HIVb+I+G4,22903.576,117,46041.152,46064.200,46647.487
109,HIVb+F,23789.728,134,47847.456,47878.091,48541.891
110,HIVb+F+I,23402.197,135,47074.393,47105.512,47774.011
111,HIVb+F+G4,22775.079,135,45820.158,45851.277,46519.776
112,HIVb+F+I+G4,22775.136,136,45822.272,45853.879,46527.072
113,HIVw,24723.793,115,49677.587,49699.820,50273.557
114,HIVw+I,24303.780,116,48839.560,48862.199,49440.713
115,HIVw+G4,23624.677,116,47481.354,47503.993,48082.507
116,HIVw+I+G4,23624.743,117,47483.485,47506.534,48089.820
117,HIVw+F,24471.616,134,49211.232,49241.867,49905.668
118,HIVw+F+I,24044.463,135,48358.925,48390.044,49058.543
119,HIVw+F+G4,23362.202,135,46994.404,47025.523,47694.022
120,HIVw+F+I+G4,23362.108,136,46996.216,47027.823,47701.016
121,JTTDCMut,23076.842,115,46383.684,46405.918,46979.655
122,JTTDCMut+I,22784.382,116,45800.763,45823.402,46401.916
123,JTTDCMut+G4,22393.268,116,45018.537,45041.176,45619.690
124,JTTDCMut+I+G4,22393.115,117,45020.230,45043.279,45626.565
125,JTTDCMut+F,23160.133,134,46588.267,46618.902,47282.702
126,JTTDCMut+F+I,22852.048,135,45974.096,46005.214,46673.713
127,JTTDCMut+F+G4,22427.241,135,45124.482,45155.600,45824.099
128,JTTDCMut+F+I+G4,22427.238,136,45126.475,45158.082,45831.275
129,FLU,23918.899,115,48067.798,48090.032,48663.769
130,FLU+I,23532.567,116,47297.133,47319.772,47898.286
131,FLU+G4,22926.277,116,46084.553,46107.192,46685.706
132,FLU+I+G4,22926.381,117,46086.762,46109.810,46693.097
133,FLU+F,23949.113,134,48166.226,48196.861,48860.661
134,FLU+F+I,23540.592,135,47351.183,47382.302,48050.801
135,FLU+F+G4,22867.037,135,46004.074,46035.193,46703.692
136,FLU+F+I+G4,22866.992,136,46005.983,46037.590,46710.783
137,Blosum62,23900.335,115,48030.670,48052.903,48626.640
138,Blosum62+I,23616.352,116,47464.703,47487.342,48065.856
139,Blosum62+G4,23226.408,116,46684.816,46707.455,47285.969
140,Blosum62+I+G4,23226.358,117,46686.715,46709.764,47293.050
141,Blosum62+F,23871.420,134,48010.840,48041.475,48705.275
142,Blosum62+F+I,23581.557,135,47433.114,47464.232,48132.731
143,Blosum62+F+G4,23144.377,135,46558.754,46589.872,47258.371
144,Blosum62+F+I+G4,23144.525,136,46561.049,46592.656,47265.849
145,mtMet,24042.726,115,48315.452,48337.685,48911.422
146,mtMet+I,23714.385,116,47660.771,47683.410,48261.924
147,mtMet+G4,23237.510,116,46707.020,46729.658,47308.172
148,mtMet+I+G4,23235.543,117,46705.086,46728.135,47311.421
149,mtMet+F,23231.572,134,46731.144,46761.779,47425.579
150,mtMet+F+I,22924.123,135,46118.245,46149.364,46817.863
151,mtMet+F+G4,22472.731,135,45215.462,45246.581,45915.080
152,mtMet+F+I+G4,22472.403,136,45216.806,45248.412,45921.605
153,mtVer,24156.822,115,48543.643,48565.876,49139.614
154,mtVer+I,23816.972,116,47865.944,47888.583,48467.097
155,mtVer+G4,23270.494,116,46772.989,46795.627,47374.141
156,mtVer+I+G4,23268.635,117,46771.269,46794.318,47377.604
157,mtVer+F,23565.590,134,47399.179,47429.814,48093.615
158,mtVer+F+I,23221.263,135,46712.526,46743.645,47412.144
159,mtVer+F+G4,22702.993,135,45675.986,45707.105,46375.604
160,mtVer+F+I+G4,22702.760,136,45677.519,45709.126,46382.319
161,mtInv,24352.353,115,48934.706,48956.940,49530.677
162,mtInv+I,24030.956,116,48293.912,48316.551,48895.065
163,mtInv+G4,23601.067,116,47434.134,47456.772,48035.286
164,mtInv+I+G4,23599.081,117,47432.162,47455.210,48038.497
165,mtInv+F,23278.271,134,46824.543,46855.178,47518.978
166,mtInv+F+I,22982.722,135,46235.444,46266.563,46935.062
167,mtInv+F+G4,22544.943,135,45359.886,45391.005,46059.504
168,mtInv+F+I+G4,22544.818,136,45361.635,45393.242,46066.435
