No.,Model,-LnL,df,AIC,AICc,BIC
50,rtREV+I,24461.594,122,49167.188,49200.132,49770.013
51,rtREV+G4,23823.891,122,47891.782,47924.726,48494.607
52,rtREV+I+G4,23818.855,123,47883.710,47917.231,48491.476
53,rtREV+F,24663.418,140,49606.837,49651.047,50298.604
54,rtREV+F+I,24421.953,141,49125.907,49170.799,49822.615
55,rtREV+F+G4,23683.598,141,47649.195,47694.088,48345.903
56,rtREV+F+I+G4,23680.424,142,47644.847,47690.428,48346.496
57,mtART,26378.405,121,52998.809,53031.182,53596.693
58,mtART+I,26111.025,122,52466.050,52498.994,53068.875
59,mtART+G4,24737.922,122,49719.845,49752.789,50322.670
60,mtART+I+G4,24738.374,123,49722.749,49756.270,50330.515
61,mtART+F,25727.959,140,51735.917,51780.128,52427.684
62,mtART+F+I,25459.553,141,51201.106,51245.998,51897.814
63,mtART+F+G4,24245.071,141,48772.142,48817.034,49468.849
64,mtART+F+I+G4,24244.795,142,48773.589,48819.169,49475.238
65,mtZOA,25333.957,121,50909.914,50942.286,51507.798
66,mtZOA+I,25084.240,122,50412.479,50445.423,51015.305
67,mtZOA+G4,23986.520,122,48217.040,48249.984,48819.865
68,mtZOA+I+G4,23985.605,123,48217.211,48250.732,48824.977
69,mtZOA+F,24940.941,140,50161.882,50206.093,50853.649
70,mtZOA+F+I,24681.438,141,49644.877,49689.769,50341.585
71,mtZOA+F+G4,23701.042,141,47684.083,47728.976,48380.791
72,mtZOA+F+I+G4,23699.054,142,47682.109,47727.689,48383.758
73,VT,24238.037,121,48718.074,48750.447,49315.958
74,VT+I,23990.108,122,48224.216,48257.160,48827.041
75,VT+G4,23452.162,122,47148.325,47181.269,47751.150
76,VT+I+G4,23445.955,123,47137.910,47171.431,47745.676
77,VT+F,24259.412,140,48798.823,48843.034,49490.590
78,VT+F+I,24019.029,141,48320.057,48364.950,49016.765
79,VT+F+G4,23447.083,141,47176.166,47221.058,47872.873
80,VT+F+I+G4,23442.051,142,47168.102,47213.682,47869.751
81,LG,24317.446,121,48876.893,48909.266,49474.777
82,LG+I,24067.646,122,48379.293,48412.237,48982.118
83,LG+G4,23414.318,122,47072.636,47105.580,47675.461
84,LG+I+G4,23410.370,123,47066.740,47100.261,47674.506
85,LG+F,24379.603,140,49039.206,49083.417,49730.973
86,LG+F+I,24134.429,141,48550.859,48595.751,49247.567
87,LG+F+G4,23407.997,141,47097.994,47142.886,47794.701
88,LG+F+I+G4,23405.199,142,47094.397,47139.978,47796.046
89,DCMut,24539.734,121,49321.468,49353.841,49919.352
90,DCMut+I,24239.012,122,48722.023,48754.967,49324.849
91,DCMut+G4,23626.414,122,47496.828,47529.772,48099.653
92,DCMut+I+G4,23613.693,123,47473.386,47506.907,48081.153
93,DCMut+F,24452.285,140,49184.570,49228.781,49876.337
94,DCMut+F+I,24174.870,141,48631.740,48676.633,49328.448
95,DCMut+F+G4,23532.297,141,47346.595,47391.487,48043.303
96,DCMut+F+I+G4,23523.293,142,47330.585,47376.166,48032.234
97,PMB,24569.699,121,49381.398,49413.771,49979.282
98,PMB+I,24328.274,122,48900.549,48933.493,49503.374
99,PMB+G4,23762.535,122,47769.070,47802.014,48371.895
100,PMB+I+G4,23758.035,123,47762.071,47795.592,48369.837
101,PMB+F,24662.739,140,49605.478,49649.688,50297.244
102,PMB+F+I,24427.729,141,49137.458,49182.351,49834.166
103,PMB+F+G4,23828.112,141,47938.225,47983.117,48634.933
104,PMB+F+I+G4,23824.627,142,47933.254,47978.834,48634.903
105,HIVb,24231.589,121,48705.177,48737.550,49303.061
106,HIVb+I,23954.464,122,48152.928,48185.872,48755.753
107,HIVb+G4,23246.100,122,46736.201,46769.145,47339.026
108,HIVb+I+G4,23237.190,123,46720.380,46753.901,47328.146
109,HIVb+F,24215.894,140,48711.788,48755.999,49403.555
110,HIVb+F+I,23933.539,141,48149.079,48193.971,48845.786
111,HIVb+F+G4,23153.597,141,46589.193,46634.086,47285.901
112,HIVb+F+I+G4,23145.530,142,46575.059,46620.639,47276.708
113,HIVw,24955.962,121,50153.924,50186.297,50751.808
114,HIVw+I,24667.452,122,49578.904,49611.848,50181.729
115,HIVw+G4,23978.840,122,48201.680,48234.624,48804.506
116,HIVw+I+G4,23968.234,123,48182.468,48215.989,48790.234
117,HIVw+F,24634.562,140,49549.125,49593.335,50240.891
118,HIVw+F+I,24330.687,141,48943.373,48988.266,49640.081
119,HIVw+F+G4,23627.441,141,47536.882,47581.774,48233.590
120,HIVw+F+I+G4,23616.744,142,47517.488,47563.068,48219.137
121,JTTDCMut,23906.614,121,48055.228,48087.601,48653.112
122,JTTDCMut+I,23639.670,122,47523.340,47556.284,48126.165
123,JTTDCMut+G4,23065.961,122,46375.923,46408.867,46978.748
124,JTTDCMut+I+G4,23057.126,123,46360.253,46393.774,46968.019
125,JTTDCMut+F,23975.945,140,48231.889,48276.100,48923.656
126,JTTDCMut+F+I,23714.294,141,47710.587,47755.480,48407.295
127,JTTDCMut+F+G4,23093.694,141,46469.389,46514.281,47166.096
128,JTTDCMut+F+I+G4,23085.951,142,46455.903,46501.483,47157.552
129,FLU,24357.620,121,48957.239,48989.612,49555.123
130,FLU+I,24122.906,122,48489.813,48522.757,49092.638
131,FLU+G4,23420.951,122,47085.902,47118.846,47688.727
132,FLU+I+G4,23416.756,123,47079.512,47113.032,47687.278
133,FLU+F,24266.430,140,48812.859,48857.070,49504.626
134,FLU+F+I,24044.330,141,48370.660,48415.552,49067.367
135,FLU+F+G4,23278.502,141,46839.003,46883.896,47535.711
136,FLU+F+I+G4,23273.424,142,46830.847,46876.427,47532.496
137,Blosum62,24617.573,121,49477.145,49509.518,50075.029
138,Blosum62+I,24383.453,122,49010.906,49043.850,49613.731
139,Blosum62+G4,23822.721,122,47889.442,47922.386,48492.267
140,Blosum62+I+G4,23818.085,123,47882.170,47915.690,48489.936
141,Blosum62+F,24648.885,140,49577.769,49621.980,50269.536
142,Blosum62+F+I,24419.165,141,49120.329,49165.221,49817.037
143,Blosum62+F+G4,23827.095,141,47936.190,47981.083,48632.898
144,Blosum62+F+I+G4,23823.356,142,47930.713,47976.293,48632.362
145,mtMet,25030.962,121,50303.924,50336.297,50901.808
146,mtMet+I,24794.740,122,49833.481,49866.425,50436.306
147,mtMet+G4,23863.298,122,47970.595,48003.539,48573.420
148,mtMet+I+G4,23859.810,123,47965.620,47999.141,48573.387
149,mtMet+F,24398.833,140,49077.666,49121.877,49769.433
150,mtMet+F+I,24152.738,141,48587.475,48632.368,49284.183
151,mtMet+F+G4,23295.530,141,46873.061,46917.953,47569.768
152,mtMet+F+I+G4,23291.625,142,46867.250,46912.830,47568.899
153,mtVer,25108.157,121,50458.314,50490.687,51056.198
154,mtVer+I,24863.266,122,49970.532,50003.476,50573.357
155,mtVer+G4,23872.981,122,47989.962,48022.906,48592.788
156,mtVer+I+G4,23870.067,123,47986.135,48019.656,48593.901
157,mtVer+F,24461.181,140,49202.361,49246.572,49894.128
158,mtVer+F+I,24205.194,141,48692.389,48737.281,49389.097
159,mtVer+F+G4,23309.924,141,46901.848,46946.740,47598.555
160,mtVer+F+I+G4,23306.937,142,46897.875,46943.455,47599.524
161,mtInv,25276.472,121,50794.944,50827.316,51392.828
162,mtInv+I,25038.541,122,50321.083,50354.027,50923.908
163,mtInv+G4,24171.606,122,48587.213,48620.157,49190.038
164,mtInv+I+G4,24168.018,123,48582.037,48615.558,49189.803
165,mtInv+F,24391.156,140,49062.313,49106.523,49754.079
166,mtInv+F+I,24140.796,141,48563.591,48608.484,49260.299
167,mtInv+F+G4,23370.131,141,47022.262,47067.154,47718.970
168,mtInv+F+I+G4,23366.134,142,47016.269,47061.849,47717.918
