No.,Model,-LnL,df,AIC,AICc,BIC
52,rtREV+I+G4,15913.634,107,32041.269,32087.035,32514.034
53,rtREV+F,16691.037,124,33630.074,33693.599,34177.951
54,rtREV+F+I,16304.274,125,32858.549,32923.231,33410.844
55,rtREV+F+G4,15799.906,125,31849.813,31914.494,32402.108
56,rtREV+F+I+G4,15794.991,126,31841.982,31907.833,32398.695
57,mtART,18910.922,105,38031.844,38075.750,38495.773
58,mtART+I,18391.052,106,36994.105,37038.935,37462.452
59,mtART+G4,17059.364,106,34330.727,34375.557,34799.074
60,mtART+I+G4,17045.841,107,34305.682,34351.449,34778.447
61,mtART+F,17725.050,124,35698.099,35761.624,36245.977
62,mtART+F+I,17260.505,125,34771.010,34835.692,35323.306
63,mtART+F+G4,16368.942,125,32987.885,33052.566,33540.180
64,mtART+F+I+G4,16362.654,126,32977.307,33043.159,33534.021
65,mtZOA,18019.230,105,36248.460,36292.365,36712.388
66,mtZOA+I,17566.271,106,35344.541,35389.371,35812.888
67,mtZOA+G4,16507.623,106,33227.246,33272.076,33695.593
68,mtZOA+I+G4,16499.854,107,33213.708,33259.475,33686.473
69,mtZOA+F,17112.443,124,34472.887,34536.411,35020.764
70,mtZOA+F+I,16700.378,125,33650.755,33715.437,34203.051
71,mtZOA+F+G4,16011.491,125,32272.982,32337.664,32825.278
72,mtZOA+F+I+G4,16007.004,126,32266.008,32331.860,32822.722
73,VT,16549.921,105,33309.842,33353.747,33773.770
74,VT+I,16187.224,106,32586.448,32631.278,33054.795
75,VT+G4,15755.601,106,31723.203,31768.033,32191.550
76,VT+I+G4,15750.924,107,31715.849,31761.615,32188.614
77,VT+F,16503.826,124,33255.653,33319.177,33803.530
78,VT+F+I,16147.456,125,32544.912,32609.594,33097.208
79,VT+F+G4,15724.331,125,31698.663,31763.344,32250.958
80,VT+F+I+G4,15719.752,126,31691.504,31757.356,32248.218
81,LG,16605.346,105,33420.693,33464.598,33884.621
82,LG+I,16223.046,106,32658.092,32702.923,33126.439
83,LG+G4,15709.042,106,31630.083,31674.913,32098.430
84,LG+I+G4,15704.513,107,31623.026,31668.792,32095.791
85,LG+F,16525.057,124,33298.114,33361.639,33845.991
86,LG+F+I,16152.338,125,32554.675,32619.357,33106.971
87,LG+F+G4,15657.289,125,31564.578,31629.260,32116.874
88,LG+F+I+G4,15652.841,126,31557.682,31623.533,32114.396
89,DCMut,16726.606,105,33663.212,33707.118,34127.141
90,DCMut+I,16357.230,106,32926.460,32971.290,33394.806
91,DCMut+G4,15906.733,106,32025.465,32070.295,32493.812
92,DCMut+I+G4,15900.260,107,32014.521,32060.287,32487.286
93,DCMut+F,16749.984,124,33747.968,33811.492,34295.845
94,DCMut+F+I,16382.698,125,33015.397,33080.079,33567.693
95,DCMut+F+G4,15908.880,125,32067.759,32132.441,32620.055
96,DCMut+F+I+G4,15902.629,126,32057.258,32123.109,32613.972
97,PMB,16775.733,105,33761.465,33805.371,34225.394
98,PMB+I,16413.687,106,33039.375,33084.205,33507.722
99,PMB+G4,15945.215,106,32102.430,32147.260,32570.777
100,PMB+I+G4,15941.026,107,32096.052,32141.818,32568.817
101,PMB+F,16750.897,124,33749.795,33813.319,34297.672
102,PMB+F+I,16396.562,125,33043.124,33107.805,33595.419
103,PMB+F+G4,15948.203,125,32146.406,32211.088,32698.702
104,PMB+F+I+G4,15943.704,126,32139.408,32205.259,32696.122
105,HIVb,16967.476,105,34144.951,34188.857,34608.880
106,HIVb+I,16523.323,106,33258.646,33303.477,33726.993
107,HIVb+G4,15953.162,106,32118.323,32163.153,32586.670
108,HIVb+I+G4,15939.044,107,32092.089,32137.855,32564.854
109,HIVb+F,16880.310,124,34008.621,34072.145,34556.498
110,HIVb+F+I,16440.330,125,33130.660,33195.342,33682.956
111,HIVb+F+G4,15892.801,125,32035.601,32100.283,32587.897
112,HIVb+F+I+G4,15879.378,126,32010.756,32076.608,32567.470
113,HIVw,17473.344,105,35156.687,35200.593,35620.616
114,HIVw+I,17055.334,106,34322.669,34367.499,34791.015
115,HIVw+G4,16482.386,106,33176.771,33221.601,33645.118
116,HIVw+I+G4,16471.772,107,33157.543,33203.310,33630.308
117,HIVw+F,17225.865,124,34699.731,34763.255,35247.608
118,HIVw+F+I,16799.648,125,33849.296,33913.977,34401.591
119,HIVw+F+G4,16235.172,125,32720.343,32785.025,33272.639
120,HIVw+F+I+G4,16224.243,126,32700.487,32766.339,33257.201
121,JTTDCMut,16437.757,105,33085.515,33129.420,33549.443
122,JTTDCMut+I,16067.897,106,32347.794,32392.624,32816.141
123,JTTDCMut+G4,15606.210,106,31424.421,31469.251,31892.767
124,JTTDCMut+I+G4,15600.864,107,31415.728,31461.495,31888.493
125,JTTDCMut+F,16406.700,124,33061.401,33124.926,33609.278
126,JTTDCMut+F+I,16041.348,125,32332.697,32397.378,32884.992
127,JTTDCMut+F+G4,15588.047,125,31426.093,31490.775,31978.389
128,JTTDCMut+F+I+G4,15582.673,126,31417.346,31483.198,31974.060
129,FLU,17009.168,105,34228.335,34272.241,34692.264
130,FLU+I,16631.019,106,33474.038,33518.868,33942.385
131,FLU+G4,16030.517,106,32273.033,32317.863,32741.380
132,FLU+I+G4,16026.366,107,32266.732,32312.498,32739.497
133,FLU+F,16873.634,124,33995.267,34058.792,34543.145
134,FLU+F+I,16502.113,125,33254.227,33318.908,33806.522
135,FLU+F+G4,15898.014,125,32046.028,32110.709,32598.323
136,FLU+F+I+G4,15894.620,126,32041.240,32107.092,32597.954
137,Blosum62,16778.614,105,33767.228,33811.133,34231.156
138,Blosum62+I,16421.518,106,33055.037,33099.867,33523.383
139,Blosum62+G4,15954.009,106,32120.018,32164.848,32588.365
140,Blosum62+I+G4,15950.035,107,32114.069,32159.836,32586.834
141,Blosum62+F,16722.499,124,33692.999,33756.524,34240.876
142,Blosum62+F+I,16373.129,125,32996.258,33060.940,33548.554
143,Blosum62+F+G4,15930.232,125,32110.464,32175.145,32662.759
144,Blosum62+F+I+G4,15925.883,126,32103.766,32169.618,32660.480
145,mtMet,17942.307,105,36094.615,36138.520,36558.543
146,mtMet+I,17515.653,106,35243.306,35288.136,35711.653
147,mtMet+G4,16592.862,106,33397.724,33442.554,33866.071
148,mtMet+I+G4,16590.778,107,33395.555,33441.322,33868.320
149,mtMet+F,16844.837,124,33937.674,34001.199,34485.551
150,mtMet+F+I,16446.722,125,33143.443,33208.125,33695.739
151,mtMet+F+G4,15820.683,125,31891.365,31956.047,32443.661
152,mtMet+F+I+G4,15816.289,126,31884.578,31950.429,32441.292
153,mtVer,18051.959,105,36313.918,36357.823,36777.846
154,mtVer+I,17612.330,106,35436.659,35481.489,35905.006
155,mtVer+G4,16587.114,106,33386.229,33431.059,33854.575
156,mtVer+I+G4,16582.912,107,33379.823,33425.590,33852.588
157,mtVer+F,17001.999,124,34251.997,34315.522,34799.874
158,mtVer+F+I,16577.567,125,33405.135,33469.817,33957.431
159,mtVer+F+G4,15914.128,125,32078.255,32142.937,32630.551
160,mtVer+F+I+G4,15907.999,126,32067.998,32133.850,32624.712
161,mtInv,18020.397,105,36250.795,36294.700,36714.723
162,mtInv+I,17592.764,106,35397.527,35442.357,35865.874
163,mtInv+G4,16767.770,106,33747.540,33792.370,34215.887
164,mtInv+I+G4,16766.132,107,33746.264,33792.030,34219.029
165,mtInv+F,16786.893,124,33821.785,33885.310,34369.662
166,mtInv+F+I,16392.744,125,33035.489,33100.170,33587.784
167,mtInv+F+G4,15833.577,125,31917.155,31981.836,32469.450
168,mtInv+F+I+G4,15828.367,126,31908.733,31974.585,32465.447
