No.,Model,-LnL,df,AIC,AICc,BIC
117,HIVw+F,47347.310,138,94970.620,95014.067,95650.893
118,HIVw+F+I,46735.302,139,93748.605,93792.731,94433.807
119,HIVw+F+G4,45271.776,139,90821.552,90865.679,91506.755
120,HIVw+F+I+G4,45240.188,140,90760.376,90805.189,91450.509
121,JTTDCMut,45221.699,119,90681.397,90713.060,91268.010
122,JTTDCMut+I,44689.178,120,89618.357,89650.588,90209.899
123,JTTDCMut+G4,43511.679,120,87263.358,87295.589,87854.900
124,JTTDCMut+I+G4,43479.354,121,87200.708,87233.513,87797.180
125,JTTDCMut+F,45332.895,138,90941.789,90985.236,91622.062
126,JTTDCMut+F+I,44809.300,139,89896.600,89940.727,90581.803
127,JTTDCMut+F+G4,43613.645,139,87505.291,87549.418,88190.493
128,JTTDCMut+F+I+G4,43583.188,140,87446.376,87491.189,88136.508
129,FLU,46438.257,119,93114.515,93146.178,93701.127
130,FLU+I,45907.295,120,92054.590,92086.821,92646.132
131,FLU+G4,44392.212,120,89024.423,89056.654,89615.965
132,FLU+I+G4,44364.227,121,88970.455,89003.259,89566.926
133,FLU+F,46303.800,138,92883.600,92927.047,93563.873
134,FLU+F+I,45784.557,139,91847.114,91891.241,92532.316
135,FLU+F+G4,44251.744,139,88781.488,88825.615,89466.691
136,FLU+F+I+G4,44226.336,140,88732.672,88777.485,89422.805
137,Blosum62,46113.823,119,92465.646,92497.309,93052.259
138,Blosum62+I,45593.027,120,91426.053,91458.284,92017.596
139,Blosum62+G4,44448.892,120,89137.784,89170.014,89729.326
140,Blosum62+I+G4,44418.492,121,89078.984,89111.789,89675.456
141,Blosum62+F,46161.421,138,92598.842,92642.289,93279.115
142,Blosum62+F+I,45650.876,139,91579.751,91623.878,92264.954
143,Blosum62+F+G4,44547.154,139,89372.307,89416.434,90057.510
144,Blosum62+F+I+G4,44516.606,140,89313.211,89358.024,90003.344
145,mtMet,48306.154,119,96850.309,96881.972,97436.921
146,mtMet+I,47780.159,120,95800.319,95832.549,96391.861
147,mtMet+G4,45511.411,120,91262.822,91295.053,91854.364
148,mtMet+I+G4,45496.977,121,91235.955,91268.759,91832.426
149,mtMet+F,46175.274,138,92626.548,92669.996,93306.822
150,mtMet+F+I,45653.181,139,91584.363,91628.490,92269.565
151,mtMet+F+G4,44047.241,139,88372.482,88416.609,89057.685
152,mtMet+F+I+G4,44026.255,140,88332.509,88377.322,89022.641
153,mtVer,48636.907,119,97511.813,97543.476,98098.426
154,mtVer+I,48092.306,120,96424.612,96456.843,97016.154
155,mtVer+G4,45567.018,120,91374.035,91406.266,91965.577
156,mtVer+I+G4,45552.238,121,91346.477,91379.281,91942.948
157,mtVer+F,46434.461,138,93144.923,93188.370,93825.196
158,mtVer+F+I,45859.348,139,91996.695,92040.822,92681.898
159,mtVer+F+G4,44130.732,139,88539.464,88583.591,89224.666
160,mtVer+F+I+G4,44105.703,140,88491.406,88536.218,89181.538
161,mtInv,48505.363,119,97248.726,97280.389,97835.338
162,mtInv+I,47961.514,120,96163.027,96195.258,96754.569
163,mtInv+G4,45919.752,120,92079.503,92111.734,92671.045
164,mtInv+I+G4,45903.102,121,92048.204,92081.009,92644.676
165,mtInv+F,46025.535,138,92327.069,92370.517,93007.343
166,mtInv+F+I,45498.599,139,91275.198,91319.324,91960.400
167,mtInv+F+G4,44085.974,139,88449.948,88494.075,89135.151
168,mtInv+F+I+G4,44060.473,140,88400.945,88445.758,89091.078
