No.,Model,-LnL,df,AIC,AICc,BIC
31,WAG+F+G4,10178.070,137,20630.140,20682.511,21281.840
32,WAG+F+I+G4,10171.943,138,20619.887,20673.096,21276.343
33,cpREV,11027.154,117,22288.307,22325.520,22844.868
34,cpREV+I,10712.984,118,21661.968,21699.868,22223.286
35,cpREV+G4,10521.109,118,21278.218,21316.118,21839.536
36,cpREV+I+G4,10516.311,119,21270.621,21309.216,21836.696
37,cpREV+F,10730.859,136,21733.718,21785.259,22380.661
38,cpREV+F+I,10424.310,137,21122.620,21174.991,21774.320
39,cpREV+F+G4,10243.627,137,20761.254,20813.625,21412.954
40,cpREV+F+I+G4,10238.224,138,20752.449,20805.658,21408.905
41,mtREV,11358.689,117,22951.378,22988.591,23507.939
42,mtREV+I,11010.809,118,22257.618,22295.518,22818.936
43,mtREV+G4,10763.776,118,21763.552,21801.453,22324.871
44,mtREV+I+G4,10756.275,119,21750.550,21789.144,22316.625
45,mtREV+F,10746.079,136,21764.158,21815.699,22411.101
46,mtREV+F+I,10416.352,137,21106.705,21159.076,21758.404
47,mtREV+F+G4,10199.604,137,20673.209,20725.580,21324.909
48,mtREV+F+I+G4,10193.583,138,20663.166,20716.376,21319.623
49,rtREV,11095.983,117,22425.966,22463.179,22982.527
50,rtREV+I,10787.615,118,21811.230,21849.130,22372.548
51,rtREV+G4,10600.021,118,21436.042,21473.942,21997.360
52,rtREV+I+G4,10594.089,119,21426.179,21464.773,21992.254
53,rtREV+F,10704.765,136,21681.529,21733.070,22328.472
54,rtREV+F+I,10394.092,137,21062.183,21114.554,21713.883
55,rtREV+F+G4,10222.682,137,20719.364,20771.735,21371.063
56,rtREV+F+I+G4,10215.946,138,20707.893,20761.102,21364.349
57,mtART,11769.220,117,23772.440,23809.653,24329.001
58,mtART+I,11317.348,118,22870.696,22908.596,23432.014
59,mtART+G4,10933.735,118,22103.469,22141.370,22664.787
60,mtART+I+G4,10927.650,119,22093.301,22131.895,22659.376
61,mtART+F,11150.547,136,22573.095,22624.636,23220.038
62,mtART+F+I,10749.565,137,21773.130,21825.501,22424.830
63,mtART+F+G4,10416.568,137,21107.136,21159.507,21758.836
64,mtART+F+I+G4,10410.867,138,21097.733,21150.942,21754.190
65,mtZOA,11317.815,117,22869.630,22906.842,23426.191
66,mtZOA+I,10923.890,118,22083.780,22121.681,22645.098
67,mtZOA+G4,10639.787,118,21515.575,21553.475,22076.893
68,mtZOA+I+G4,10632.338,119,21502.676,21541.271,22068.751
69,mtZOA+F,10860.031,136,21992.062,22043.603,22639.005
70,mtZOA+F+I,10505.037,137,21284.074,21336.445,21935.774
71,mtZOA+F+G4,10254.794,137,20783.589,20835.960,21435.289
72,mtZOA+F+I+G4,10249.692,138,20775.385,20828.594,21431.841
73,VT,10836.205,117,21906.410,21943.623,22462.971
74,VT+I,10551.747,118,21339.494,21377.394,21900.812
75,VT+G4,10428.952,118,21093.903,21131.804,21655.221
76,VT+I+G4,10421.236,119,21080.473,21119.068,21646.548
77,VT+F,10560.641,136,21393.283,21444.824,22040.226
78,VT+F+I,10280.862,137,20835.725,20888.096,21487.424
79,VT+F+G4,10162.322,137,20598.645,20651.016,21250.344
80,VT+F+I+G4,10154.599,138,20585.197,20638.407,21241.654
81,LG,11003.408,117,22240.817,22278.030,22797.378
82,LG+I,10691.263,118,21618.527,21656.427,22179.845
83,LG+G4,10521.395,118,21278.790,21316.691,21840.108
84,LG+I+G4,10514.278,119,21266.556,21305.150,21832.631
85,LG+F,10645.776,136,21563.552,21615.093,22210.495
86,LG+F+I,10340.449,137,20954.899,21007.270,21606.599
87,LG+F+G4,10180.739,137,20635.478,20687.850,21287.178
88,LG+F+I+G4,10173.684,138,20623.368,20676.577,21279.825
89,DCMut,10781.341,117,21796.682,21833.895,22353.243
90,DCMut+I,10501.105,118,21238.211,21276.111,21799.529
91,DCMut+G4,10337.020,118,20910.041,20947.941,21471.359
92,DCMut+I+G4,10331.194,119,20900.389,20938.984,21466.464
93,DCMut+F,10600.837,136,21473.674,21525.215,22120.617
94,DCMut+F+I,10320.005,137,20914.010,20966.381,21565.709
95,DCMut+F+G4,10160.637,137,20595.273,20647.644,21246.973
96,DCMut+F+I+G4,10154.332,138,20584.664,20637.874,21241.121
97,PMB,10944.518,117,22123.036,22160.249,22679.597
98,PMB+I,10661.429,118,21558.858,21596.758,22120.176
99,PMB+G4,10530.693,118,21297.386,21335.286,21858.704
100,PMB+I+G4,10523.701,119,21285.402,21323.997,21851.477
101,PMB+F,10665.077,136,21602.155,21653.696,22249.098
102,PMB+F+I,10387.663,137,21049.325,21101.697,21701.025
103,PMB+F+G4,10261.166,137,20796.333,20848.704,21448.033
104,PMB+F+I+G4,10254.435,138,20784.869,20838.079,21441.326
105,HIVb,11154.990,117,22543.981,22581.194,23100.542
106,HIVb+I,10774.270,118,21784.540,21822.440,22345.858
107,HIVb+G4,10587.535,118,21411.070,21448.970,21972.388
108,HIVb+I+G4,10577.945,119,21393.890,21432.484,21959.965
109,HIVb+F,10780.697,136,21833.395,21884.936,22480.338
110,HIVb+F+I,10405.055,137,21084.110,21136.481,21735.810
111,HIVb+F+G4,10218.259,137,20710.518,20762.890,21362.218
112,HIVb+F+I+G4,10209.637,138,20695.273,20748.483,21351.730
113,HIVw,11525.773,117,23285.546,23322.759,23842.107
114,HIVw+I,11144.814,118,22525.628,22563.528,23086.946
115,HIVw+G4,10935.008,118,22106.016,22143.916,22667.334
116,HIVw+I+G4,10925.435,119,22088.870,22127.465,22654.945
117,HIVw+F,11066.440,136,22404.879,22456.420,23051.822
118,HIVw+F+I,10680.436,137,21634.871,21687.243,22286.571
119,HIVw+F+G4,10481.907,137,21237.814,21290.185,21889.514
120,HIVw+F+I+G4,10472.356,138,21220.711,21273.921,21877.168
121,JTTDCMut,10706.071,117,21646.143,21683.356,22202.704
122,JTTDCMut+I,10412.070,118,21060.140,21098.040,21621.458
123,JTTDCMut+G4,10278.051,118,20792.101,20830.002,21353.419
124,JTTDCMut+I+G4,10270.198,119,20778.395,20816.990,21344.470
125,JTTDCMut+F,10498.220,136,21268.439,21319.980,21915.382
126,JTTDCMut+F+I,10207.351,137,20688.703,20741.074,21340.403
127,JTTDCMut+F+G4,10077.207,137,20428.414,20480.785,21080.114
128,JTTDCMut+F+I+G4,10069.210,138,20414.420,20467.629,21070.877
129,FLU,11136.519,117,22507.039,22544.252,23063.600
130,FLU+I,10756.883,118,21749.765,21787.665,22311.083
131,FLU+G4,10540.158,118,21316.317,21354.217,21877.635
132,FLU+I+G4,10531.373,119,21300.746,21339.341,21866.821
133,FLU+F,10794.550,136,21861.100,21912.641,22508.043
134,FLU+F+I,10429.009,137,21132.019,21184.390,21783.718
135,FLU+F+G4,10232.633,137,20739.266,20791.638,21390.966
136,FLU+F+I+G4,10224.150,138,20724.300,20777.509,21380.756
137,Blosum62,11033.215,117,22300.430,22337.643,22856.991
138,Blosum62+I,10749.992,118,21735.984,21773.885,22297.302
139,Blosum62+G4,10618.878,118,21473.756,21511.656,22035.074
140,Blosum62+I+G4,10611.475,119,21460.950,21499.545,22027.025
141,Blosum62+F,10681.387,136,21634.774,21686.315,22281.717
142,Blosum62+F+I,10401.367,137,21076.734,21129.105,21728.434
143,Blosum62+F+G4,10273.248,137,20820.496,20872.867,21472.196
144,Blosum62+F+I+G4,10266.170,138,20808.339,20861.548,21464.796
145,mtMet,11358.333,117,22950.666,22987.879,23507.228
146,mtMet+I,10989.954,118,22215.907,22253.808,22777.225
147,mtMet+G4,10761.792,118,21759.584,21797.484,22320.902
148,mtMet+I+G4,10752.732,119,21743.464,21782.058,22309.538
149,mtMet+F,10662.429,136,21596.858,21648.398,22243.800
150,mtMet+F+I,10323.335,137,20920.670,20973.041,21572.370
151,mtMet+F+G4,10122.465,137,20518.929,20571.301,21170.629
152,mtMet+F+I+G4,10115.841,138,20507.683,20560.892,21164.139
153,mtVer,11393.219,117,23020.439,23057.652,23577.000
154,mtVer+I,11016.806,118,22269.613,22307.513,22830.931
155,mtVer+G4,10746.455,118,21728.910,21766.810,22290.228
156,mtVer+I+G4,10738.239,119,21714.477,21753.072,22280.552
157,mtVer+F,10780.476,136,21832.951,21884.492,22479.894
158,mtVer+F+I,10429.574,137,21133.147,21185.518,21784.847
159,mtVer+F+G4,10204.292,137,20682.584,20734.955,21334.284
160,mtVer+F+I+G4,10197.805,138,20671.610,20724.819,21328.066
161,mtInv,11471.406,117,23176.813,23214.026,23733.374
162,mtInv+I,11122.459,118,22480.917,22518.817,23042.235
163,mtInv+G4,10925.109,118,22086.219,22124.119,22647.537
164,mtInv+I+G4,10916.064,119,22070.127,22108.722,22636.202
165,mtInv+F,10625.950,136,21523.899,21575.440,22170.842
166,mtInv+F+I,10315.610,137,20905.221,20957.592,21556.920
167,mtInv+F+G4,10133.512,137,20541.025,20593.396,21192.725
168,mtInv+F+I+G4,10127.521,138,20531.042,20584.251,21187.499
