No.,Model,-LnL,df,AIC,AICc,BIC
127,JTTDCMut+F+G4,40192.389,133,80650.777,80656.614,81547.051
128,JTTDCMut+F+I+G4,40192.592,134,80653.184,80659.110,81556.196
129,FLU,42001.578,113,84229.156,84233.361,84990.651
130,FLU+I,41986.309,114,84200.617,84204.897,84968.851
131,FLU+G4,41679.038,114,83586.076,83590.356,84354.310
132,FLU+I+G4,41676.819,115,83583.638,83587.994,84358.611
133,FLU+F,41010.202,132,82284.404,82290.153,83173.938
134,FLU+F+I,40996.813,133,82259.627,82265.463,83155.900
135,FLU+F+G4,40705.427,133,81676.854,81682.690,82573.127
136,FLU+F+I+G4,40704.110,134,81676.221,81682.146,82579.233
137,Blosum62,41755.980,113,83737.959,83742.164,84499.455
138,Blosum62+I,41748.058,114,83724.117,83728.397,84492.351
139,Blosum62+G4,41572.042,114,83372.084,83376.364,84140.318
140,Blosum62+I+G4,41571.122,115,83372.244,83376.600,84147.217
141,Blosum62+F,41077.855,132,82419.710,82425.459,83309.244
142,Blosum62+F+I,41071.886,133,82409.772,82415.609,83306.046
143,Blosum62+F+G4,40883.904,133,82033.807,82039.644,82930.080
144,Blosum62+F+I+G4,40883.652,134,82035.305,82041.230,82938.317
145,mtMet,44427.904,113,89081.808,89086.013,89843.304
146,mtMet+I,44411.107,114,89050.214,89054.494,89818.448
147,mtMet+G4,44054.446,114,88336.893,88341.173,89105.127
148,mtMet+I+G4,44052.114,115,88334.227,88338.583,89109.200
149,mtMet+F,40933.642,132,82131.283,82137.032,83020.817
150,mtMet+F+I,40924.223,133,82114.446,82120.283,83010.720
151,mtMet+F+G4,40674.791,133,81615.583,81621.419,82511.856
152,mtMet+F+I+G4,40674.315,134,81616.630,81622.555,82519.642
153,mtVer,44575.501,113,89377.003,89381.208,90138.498
154,mtVer+I,44555.078,114,89338.156,89342.436,90106.390
155,mtVer+G4,44146.566,114,88521.132,88525.412,89289.366
156,mtVer+I+G4,44143.667,115,88517.335,88521.691,89292.308
157,mtVer+F,41010.299,132,82284.597,82290.346,83174.131
158,mtVer+F+I,41001.154,133,82268.309,82274.146,83164.582
159,mtVer+F+G4,40734.976,133,81735.953,81741.790,82632.226
160,mtVer+F+I+G4,40734.704,134,81737.408,81743.334,82640.420
161,mtInv,44939.989,113,90105.978,90110.183,90867.473
162,mtInv+I,44924.825,114,90077.649,90081.929,90845.883
163,mtInv+G4,44619.475,114,89466.950,89471.230,90235.184
164,mtInv+I+G4,44617.511,115,89465.023,89469.379,90239.996
165,mtInv+F,41061.113,132,82386.226,82391.974,83275.760
166,mtInv+F+I,41052.332,133,82370.665,82376.501,83266.938
167,mtInv+F+G4,40803.907,133,81873.815,81879.651,82770.088
168,mtInv+F+I+G4,40803.749,134,81875.498,81881.423,82778.510
